area_construida,area_util,bairro,cep,condominio,data,descricao,id,municipio,n_quartos,preco,tipo,titulo,url,vagas_garagem 
,200,Tambaú,58039-101,,2017-12-03,"Apartamento em Tambaú - Ao lado do Motiva Área privilegiada - Avenida Nego 200 m2 de área. 4 quartos, sendo 3 suítes. Sala de estar; Sala de jantar; varanda; dependência de funcionários; área de serviço ampla; despensa; wc social; wc funcionário; quarto de depósito na garagem; todas as suítes e banheiros com armários; Prédio com salão de festas e piscina; porteiro 24hValor do aluguel + condomínio: R$ 3.200,00 (três mil e quinhentos reais)",419430316,João Pessoa,4,3200,Aluguel - apartamento padrão,Apartamento em Tambaú,http://pb.olx.com.br/paraiba/imoveis/apartamento-em-tambau-419430316,2
,,Alto do Mateus,58090-700,,2017-12-03,alguém com casa pra alugar com piscina?fala no zap. 98797-7308 André,422329591,João Pessoa,1,0,Aluguel - casa em rua pública,Procuro casa pra fim de ano,http://pb.olx.com.br/paraiba/imoveis/procuro-casa-pra-fim-de-ano-422329591,
,56,Planalto Boa Esperança,58065-052,R$ 15,2017-12-03,"Aluga-se apartamento em Valentina por trás do Detran, facil acesso .2 quartos 1 suíte",422331847,João Pessoa,2,470,Aluguel - apartamento padrão,Aluga-se apartamento com ótima localização no valentina,http://pb.olx.com.br/paraiba/imoveis/aluga-se-apartamento-com-otima-localizacao-no-valentina-422331847,1
,60,Oitizeiro,58088-121,,2017-12-03,"Alugo ótimo apartamento no gesel próximo ao super box Visinho ao colégio CNEC com dois quartos, sala, cozinha, wc social é uma área de serviços.60m*Valor:650 com agua, luz e internet Valor:600 só com água e luz Fones(83)9.9627-7923 Direto com o propietario.Não tem taxa de condomínio",422336293,João Pessoa,2,600,Aluguel - apartamento padrão,Alugo apt no geisel com água luz incluso,http://pb.olx.com.br/paraiba/imoveis/alugo-apt-no-geisel-com-agua-luz-incluso-422336293,
,,Cabo Branco,58045-000,,2017-12-03,"Suíte Privada mobiliada com entrada indivídual inclusivo internet,luz, água e gás.A cozinha é compartilhada com apenas uma pessoa.A suíte fica em condomínio fechado próximo ao MC Donald's da Epitácio Pessoa.Agende uma visita83 9 98577867 Tim e Whatsapp 83 9 88603538 Oi",422336251,João Pessoa,1,750,Aluguel - apartamento padrão,"Suíte Individual Perto da Praia Cabo Branco, Busto Tamandaré e Tambaú",http://pb.olx.com.br/paraiba/imoveis/suite-individual-perto-da-praia-cabo-branco-busto-tamandare-e-tambau-422336251,
,60,Manaíra,58038-461,,2017-12-03,"OPORTUNIDADE ÚNICA PARA ALUGUEL.Valor mobiliado e com condomínio. Apartamento de alto padrão, 02 quartos, em localização privilegiada em João Pessoa. Tem 60 metros quadrados, a 06 quadras da praia de Manaíra, com piscina, academia, quadra, salão festa, área de lazer fantástica, espaço gourmet, Garagem, Porteiro 24h.Feito com muito capricho, todo projetado com muito bom gosto. Feito para o dono morar, porém teve que mudar por motivos de trabalho.Todos os eletrodomésticos já estão inclusos, ar condicionado no quarto, TV Led (conforme foto), acabamento de primeira, pratos, talheres, panelas, etc. R$ 2.200,00 com condomínio, IPTU e TCR. Thiago - (34) 99119-9212",404903847,João Pessoa,2,2200,Aluguel - apartamento padrão,"AP lindo, 02 quartos, Projetado e Mobiliado em Manaíra. Área de lazer fantástica",http://pb.olx.com.br/paraiba/imoveis/ap-lindo-02-quartos-projetado-e-mobiliado-em-manaira-area-de-lazer-fantastica-404903847,1
,,Planalto Boa Esperança,58065-030,,2017-12-03,"Ótima oportunidade! Kitnet com quarto, cozinha, Wc e área de serviço. Obs: Não tem sala nem garagem, agua e luz inclusos. (Interessado entra em contato diretamente com proprietário 988092605 Wellington ) Metragem de todo imóvel 08 metrôs por 04",422345010,João Pessoa,1,250,Aluguel - casa em rua pública,Kitnet no Valentina próximo a Faculdade Facene,http://pb.olx.com.br/paraiba/imoveis/kitnet-no-valentina-proximo-a-faculdade-facene-422345010,
,61,Manaíra,58038-000,,2017-12-03,Excelente apartamento à Beira mar de Manaíra. Perto de tudo. 50 m do Meg shopping. Tudo de bom.,381685112,João Pessoa,2,1399,Aluguel - apartamento padrão,More à Beira mar Manaíra,http://pb.olx.com.br/paraiba/imoveis/more-a-beira-mar-manaira-381685112,1
,,Bessa,58035-480,,2017-12-03,"Aluga-se linda casa com piscina, 04 quartos com os guarda roupas planejado, 01 Escritório, 03 Suites, Sala para 02 Ambientes, Jardim, churrasqueira, garagem para 03 carros, CFTV e cerca elétrica.Valor R$: 2.700,00Contato: Júnior(83)98896-0634",422366295,João Pessoa,4,2700,Aluguel - casa em rua pública,Aluga-se Linda Casa Com Piscina no Bessa,http://pb.olx.com.br/paraiba/imoveis/aluga-se-linda-casa-com-piscina-no-bessa-422366295,3
,77,Jardim Oceania,58037-465,R$ 80,2017-12-03,"Ideal para casais, Idosos, estudantes e solteiros que procuram a melhor localização do Bessa para ter qualidade de vida perto da praia e das facilidades de um dos melhores bairros de João Pessoa.+ Apenas 200 m do mar (4 quadras) proximo ao Golfinho, Chopp Time, e melhor vida noturna, restaurantes e estabelecimentos comerciais em geral.+ Prédio Novo+ Todo no Porcelanato, tanto na área interna quanto externa.+ Vizinho ao Parque Parahyba+ Sala Grande para dois ambientes+ Cozinha Planejada Completa+ Banheiro com Box de vidro+ Pre instalação de split+ Área interna de 44 m2 e Externa de 33m2 com quintal exclusivo, com chuveirão+ Churrasqueira e área Comum muito Ampla+ Garagem coberta tipo gaveta exclusiva",401396412,João Pessoa,1,900,Aluguel - loft/studio,Lindo e Amplo Studio no Melhor do Jardim Oceania no Bessa,http://pb.olx.com.br/paraiba/imoveis/lindo-e-amplo-studio-no-melhor-do-jardim-oceania-no-bessa-401396412,1
,75,Anatólia,58052-075,R$ 0,2017-12-03,"Aluga-se apartamento de 3 Quartos sendo 1 suíte, sala para 2 ambientes, 2 vagas de garagem, portão automático, parte de baixo da bancada da cozinha, lavanderia e banheiros são projetados todo gradeado, no 2° Andar próximo ao shopping Sul, valor R$ 1.000,00 (wathsapp) 98675-0268",422381447,João Pessoa,3,1000,Aluguel - apartamento padrão,Apartamento 3 Quartos no Bancários,http://pb.olx.com.br/paraiba/imoveis/apartamento-3-quartos-no-bancarios-422381447,2
,52,Ernesto Geisel,58075-000,,2017-12-03,"São quatro apartamentos por andar, sendo este no 1º andar;1 VAGA DE GARAGEMSALA ÚNICA2 QUARTOS;1 BANHEIRO SOCIAL;COZINHA COM ÁREA DE SERVIÇO; ÓTIMA LOCALIZAÇÃO, próximo a feira, mercado, pontos de ônibus, praças, escolas, dentre outros. **Valor do aluguel negociável, com condomínio incluso**",422393705,João Pessoa,2,550,Aluguel - apartamento padrão,"Apartamento no Geisel, 2 quartos, vaga na garagem, ótima localização",http://pb.olx.com.br/paraiba/imoveis/apartamento-no-geisel-2-quartos-vaga-na-garagem-otima-localizacao-422393705,1
,47,Cabo Branco,58045-230,,2017-12-02,"Alugo apto. com 02 quartos com ar condicionado, sendo um com cama queen e o outro com bicama, sala, cozinha, 01 banheiro e varanda. Apto por 220 reais a diária por temporada e 1.800 reais por aluguel mensal com contrato de 06 meses a 1 ano. Para mais informações, falar pelo WhatsApp (83) 99625-6900- Murilo",422009739,João Pessoa,2,220,Aluguel - apartamento padrão,Ótimo apto. No Cabo Branco para alugar,http://pb.olx.com.br/paraiba/imoveis/otimo-apto-no-cabo-branco-para-alugar-422009739,
,58,Valentina De Figueiredo,58064-693,,2017-12-03,"2 qts sendo 1 suite, sala, cozinha, wc social, varanda, pscina em excelente localizacao. Maiores informacoes liga 98884-4874 ou 98837-0628",422398266,João Pessoa,2,500,Aluguel - apartamento padrão,Alugase Apartamento no Valentona,http://pb.olx.com.br/paraiba/imoveis/alugase-apartamento-no-valentona-422398266,1
,45,Ipês,58028-867,R$ 0,2017-12-03,Perto de tudo a 150 metros da avenida Tancredo Neves e a dez minutos do Shopping manaira 7 linhas de ônibus bem pertinho zap 98839-6566,422401479,João Pessoa,2,350,Aluguel - apartamento padrão,Apartamento no bairro dos ipês,http://pb.olx.com.br/paraiba/imoveis/apartamento-no-bairro-dos-ipes-422401479,1
,,Mangabeira,58058-840,,2017-12-02,"Procuro kitinet em Mangabeira 1,6 ou 8 ou 7 pra mim e minha filha. Sou totalmente responsável e TRABALHO a quase 4 anos98786-7146 whats na mesma empresa.",422123413,João Pessoa,1,350,Aluguel - casa em rua pública,Kitinet,http://pb.olx.com.br/paraiba/imoveis/kitinet-422123413,
,58,Ernesto Geisel,58075-426,,2017-12-03,"1 andar, posição nascente (lado da sombra)2 quartos, sendo uma suíteVaga de garagem cobertaPortão eletrônico Sistema de segurança no prédio Taxa de condomínio inclusa58m Washington (83)98831-9906 WhatsApp",422407077,João Pessoa,2,650,Aluguel - apartamento padrão,"Excelente apto por trás do Atacadão, em Água Fria",http://pb.olx.com.br/paraiba/imoveis/excelente-apto-por-tras-do-atacadao-em-agua-fria-422407077,1
,,Estados,58030-330,,2017-12-03,"Quitinete com 1 quarto, cozinha, banheiro e uma mini sala, bem localizado. Próximo a Epitácio, Receita Federal, Grupamento de Engenharia, Justiça Federal, padaria, escolas, posto de combustível e farmácia. Garagem para moto.O valor R$450,00 com água, luz e internetWhatsapp: 98853-3772",422405695,João Pessoa,,450,,Kitnet bairro dos estados,http://pb.olx.com.br/paraiba/imoveis/kitnet-bairro-dos-estados-422405695,
,,Mangabeira,58058-040,,2017-12-03,"alugo apto térreo em mangabeira VII sem mobília, com sala, 2 quartos, cozinha, banheiro, área de serviço, 1 vaga de garagem descoberta, incluso água e condomínio, próximo ao corpo de bombeiros e o centro espírita e o shopping mangabeira. cel 988199705 e zap 982133470",422415381,João Pessoa,2,600,Aluguel - apartamento padrão,Alugo apto térreo em mangabeira VII,http://pb.olx.com.br/paraiba/imoveis/alugo-apto-terreo-em-mangabeira-vii-422415381,
,87,Tambaú,58039-150,,2017-12-03,"Excelente apto. na praia de Tambaú c/ 87,00m² de área privativa, varanda, sala p/ 2 ambientes, 3 quartos s/ 1 suíte com split e guarda-roupas, wcs c/ armários, cozinha c/ armários, área de serviço c/ armários, 1 vaga de garagem, posição Sul. Prédio c/ piscina, salão de festas/jogos,espaço fitness portaria 24h, gerador, 2 elevadores, pré instalação p/ split., água/gás individual. R$ 2.200,00 INCLUSO CONDOMÍNIO. (água/gás consumo individual)contato:(83) 99650 0028 WhatsApp.Creci-6919",422332505,João Pessoa,3,2200,Aluguel - apartamento padrão,Apartamento em Tambaú,http://pb.olx.com.br/paraiba/imoveis/apartamento-em-tambau-422332505,
,92,Tambauzinho,58042-000,,2017-12-03,"Ótimo apartamento para alugar no melhor de Tambauzinho, entre a Av. Epitácio Pessoa e Av. Beira Rio.Prédio novo e proximo a tudo.Apartamento com 92m².3 quartos sendo uma suíteSala em L com varandaWC socialÁrea de serviçoDependência completa para empregada1 Vaga de garagemGás encanadoÁrea de lazer:PiscinaSalão de festaÁrea para exercíciosValor do aluguel R$ 1.700,00, já incluso água e taxa de condomínio. Agende já a sua visita.Tiago Bezerra CRECI:6794(83)9.8662-1252 whatsappDanilo Lopes CRECI: 5926(83)9.9952-8511",422402882,João Pessoa,3,1700,Aluguel - apartamento padrão,Aluguel em Tambauzinho,http://pb.olx.com.br/paraiba/imoveis/aluguel-em-tambauzinho-422402882,1
,47,Mangabeira,58057-465,R$ 0,2017-12-03,"Oportunidade de Natal!ALUGUEL DE APARTAMENTO EM MANGABEIRA R$650,00 condomínio incluso. PRÓXIMO A ANTIGA A&C.Locação anual de apartamento térreo EM MANGABEIRA com: dois quartos sendo um suíte, sala, cozinha americana, banheiro social, quintal em L com a área de serviço coberta e parte externa ao ar livre, uma vaga descoberta. Apartamento posição nascente sul, com várias janelas o que proporciona iluminação e ventilação, portas e janelas gradeadas. O prédio fica próximo às avenidas da antiga A&C e da Josefa Taveira em Mangabeira. Fácil acesso a ônibus, padaria, escolas e mercadinhos. Documentação necessária: RG e CPF, comprovante de renda e residência, contatos do contratante e do cônjuge, firma reconhecida e o caução no valor de R$650,00. Interessados entrar em contato: 98816 4932/98806 1986 falar com Antonio ou Germana.",422419608,João Pessoa,2,650,Aluguel - apartamento padrão,Alugando apartamento em Mangabeira IV no final da Josefa Taveira,http://pb.olx.com.br/paraiba/imoveis/alugando-apartamento-em-mangabeira-iv-no-final-da-josefa-taveira-422419608,1
180,,Tambauzinho,58042-010,,2017-12-03,"Casa ampla com 3 quartos s 1 st, salas amplas, quintal e jardim.Ideal para comércio",422343956,João Pessoa,3,2100,Aluguel - casa em rua pública,"Excelente casa em Tambauzinho, à 30 m da Avenida Epitácio Pessoa",http://pb.olx.com.br/paraiba/imoveis/excelente-casa-em-tambauzinho-a-30-m-da-avenida-epitacio-pessoa-422343956,2
,52,Gramame,58068-193,R$ 0,2017-12-03,apartamento,422428198,João Pessoa,2,450,Aluguel - apartamento padrão,Alugar,http://pb.olx.com.br/paraiba/imoveis/alugar-422428198,1
,60,Água Fria,58053-232,,2017-12-03,"Apto com 3qtos, s/1st, sala ampla, bastante ventilado, pôr trás da Prefeitura Municipal de João Pessoa",422371723,João Pessoa,3,700,Aluguel - apartamento padrão,Excelente apto em Água Fria,http://pb.olx.com.br/paraiba/imoveis/excelente-apto-em-agua-fria-422371723,1
,32,Cabo Branco,58045-000,,2017-12-03,"Ótimo Flat para alugar a beira mar da praia de Cabo Branco, próximo a comércio e restaurantes.DISPONÍVEL PARA TEMPORADA DE FINAL DE ANO, ou contrato anual.Flat com tv a cabo, frigobar, ar condicionado, guarda roupas e com serviço de quarto.Sala de eventosRestauranteSala de ginasticaPiscina com vista para o mar01 vaga de garagemAproveite e faça já a sua reserva ou contrato anual.Valor da diária para as festas de Natal e final de ano a partir de R$ 400,00. Para mais informações.Tiago Bezerra CRECI: 6794(83)9.8662-1252 whatsapp",422434571,João Pessoa,1,0,Aluguel - loft/studio,Flat para temporada na orla de Cabo Branco,http://pb.olx.com.br/paraiba/imoveis/flat-para-temporada-na-orla-de-cabo-branco-422434571,1
,,Cristo Redentor,58071-490,,2017-12-03,"apartamento de 3 quartos, sendo 1 suíte, mais dependência de empregada, sala ampla, posição nascente, piscina, churrasqueira, 3° andar , sem elevador, garagem coberta, excelente localização, por trás da receita federal",422386262,João Pessoa,3,1200,Aluguel - apartamento padrão,Apartamento de 3 quartos próximo a Epitácio,http://pb.olx.com.br/paraiba/imoveis/apartamento-de-3-quartos-proximo-a-epitacio-422386262,1
,68,Altiplano Cabo Branco,58046-000,,2017-12-03,"Apartamento para alugar no Altiplano em rua asfaltada e próximo a ponto de ônibus, comercio e a cinco minutos da praia de Cabo Branco.Características:Apartamento com 68m²Janelão na sala3 quartos sendo duas suítes e uma reversívelWc socialCozinhaÁrea de serviçoSalão de festaElevadorGás encanadoValor do aluguel R$ 950,00, já incluso água e taxa de condomínio.Agende já a sua visita.Tiago Bezerra CRECI:6794(83)9.8662-1252 whatsappDanilo Lopes CRECI: 5926(83)9.8745-1672 whatsapp",422438706,João Pessoa,3,950,Aluguel - apartamento padrão,Aluguel no Altiplano Cabo Branco,http://pb.olx.com.br/paraiba/imoveis/aluguel-no-altiplano-cabo-branco-422438706,1
200,,Expedicionários,58041-080,,2017-12-03,"Aluga-se casa no bairro expedicionários com 3 quartos sendo 1 suíte, banheiro social, sala, cozinha, área de serviço, dependência para empregada. Informações falar com Silvia 83 98809-8914Corretora de imóveis Creci 7391",422444258,João Pessoa,3,1900,Aluguel - casa em rua pública,Casa no bairro expedicionários 3/4 1 suíte +depend,http://pb.olx.com.br/paraiba/imoveis/casa-no-bairro-expedicionarios-3-4-1-suite-depend-422444258,2
,60,Paratibe,58062-132,R$ 85,2017-12-03,"alugo apto 2 quartos, sendo 1 suíte, wc social, ´área de serviço, varanda, condomínio com área de lazer,desocupado, não é mobiliado, no 4º andar, contato 986359438 ou 986624739 zap.",422388858,João Pessoa,2,500,Aluguel - apartamento padrão,Apto 2 quartos Valentina,http://pb.olx.com.br/paraiba/imoveis/apto-2-quartos-valentina-422388858,1
367,,Altiplano Cabo Branco,58046-136,R$ 0,2017-12-03,"Linda casa com uma bela vista.1 Piso: 2 quartossala com 2 ambientescozinhadispensalavanderia 2 piso:quarto master com área para closet e grande varanda.2 suítes+ 1 quarto Fora da casa:PiscinaLocal para guardar ferramentas.Apoio para eventos.Entre em contato para agendar uma visita e conseguir mais imagens.Fone: (83)98784-6844Ps: Casa recentemente reformada.R. João Viêira Gonçalves de Medeiros Júnior, N°187",422508245,João Pessoa,5 ou mais,2999,Aluguel - casa em rua pública,Casa no Altiplano cabo branco,http://pb.olx.com.br/paraiba/imoveis/casa-no-altiplano-cabo-branco-422508245,7
60,,13 De Maio,58025-225,R$ 0,2017-12-03,"alugo casa no 13 de maio em 1° andar com 2 q, sala , coz e terraço. total de área 60m° em ótima localização na rua da igrejacatólica do bairro.",422435359,João Pessoa,2,630,Aluguel - casa em rua pública,Casa no 13 de maio para alugar,http://pb.olx.com.br/paraiba/imoveis/casa-no-13-de-maio-para-alugar-422435359,
,,Gramame,58068-060,,2017-12-03,"sala ampla, 03 quartos, cozinha, área de serviço, garagem para 2 carros, forrada com pvc, gradeada e toda pintada.",422517185,João Pessoa,3,580,Aluguel - casa em rua pública,Casa para Alugar no Valentina próximo a facene,http://pb.olx.com.br/paraiba/imoveis/casa-para-alugar-no-valentina-proximo-a-facene-422517185,
,,Valentina De Figueiredo,58064-360,,2017-12-03,duas suítes sala cozinha e área de serviço 320 água inclusa rua de bigu vila dos pescadores depois do posto e dos alternativos Jacumã conde,422519722,João Pessoa,2,320,Aluguel - casa em vila,Casa em Jacumã,http://pb.olx.com.br/paraiba/imoveis/casa-em-jacuma-422519722,
,,João Paulo Ii,58076-674,,2017-12-03,localizado no novo Geisel.telefone: 986504035 / 32330422,422522182,João Pessoa,2,500,Aluguel - apartamento padrão,Aluguel de Apartamento,http://pb.olx.com.br/paraiba/imoveis/aluguel-de-apartamento-422522182,1
,8,Tambaú,58039-050,,2017-12-03,"Apto de três quartos, com mobília. Sendo três quartos, duas suítes, WC social sala ampla, cozinha, Varandas, e piscina na cobertura.083- 998019755/Wattsapp 083-988964407.Dina Britto.",422445225,João Pessoa,3,2000,Aluguel - apartamento padrão,Excelente apto em Cabo Branco mobiliado.,http://pb.olx.com.br/paraiba/imoveis/excelente-apto-em-cabo-branco-mobiliado-422445225,1
,,Manaíra,58038-150,R$ 400,2017-12-03,"Flat bem localizado em área nobre do bairro de Manaíra, situado na Av. Rui Carneiro, próximo as praias de Manaíra e Tambaú.Imóvel mobiliado, dispondo de: sofás, mesa de refeição com cadeiras, geladeira, fogão, armários na cozinha, cama box casal, guarda roupa, ar condicionado, TV, chuveiro elétrico. Apartamento arejado e ventilado, nascente e com vista livre e frontal do mar.Condomínio dispõe de gás encanado, manobrista, serviço de camareira por 3 vezes na semana, recepção 24h, circuito interno de câmeras, salão de festas, academia, sauna, piscina na cobertura. Possui elevadores social e de serviço. Valor:R$: 1.150,00 (contrato anual)Taxa de condomínio: R$: 400,00 (incluso consumo de água e gás).Por temporada mensal: 2.000,00Taxa de condomínio: R$: 400,00Para mais informações entrar em CONTATO:(083) 993014604 (OI/WhatsApp)(083) 32264515*Não utilizamos o chat do OLX, favor entrar em contato via WhatsApp, obrigado.",404755779,João Pessoa,1,1150,Aluguel - apartamento padrão,Excelente Flat totalmente mobiliado no Personal Home Service,http://pb.olx.com.br/paraiba/imoveis/excelente-flat-totalmente-mobiliado-no-personal-home-service-404755779,
,60,Manaíra,58038-380,,2017-12-04,"Apartamento por trás do Colégio Geo/Ruy Carneiro, de 2 quartos, sendo 1 suíte, sala de estar/jantar, varanda, cozinha, área de serviço e 1 vaga de garagem. Aluguel apenas anual. Agende sua visita.(83) 98885-5418 ou 99810-3700 - Aprigio. Creci 5772f",422532894,João Pessoa,2,1750,Aluguel - apartamento padrão,Apartamento Mobiliado em Manaíra,http://pb.olx.com.br/paraiba/imoveis/apartamento-mobiliado-em-manaira-422532894,1
,,Bessa,58035-030,,2017-12-04,"Alugo flat Studio com quarto, sala, cozinha, banheiro e uma varanda enorme com vista para o mar",422533756,João Pessoa,1,850,Aluguel - loft/studio,Alugo apartamento Studio na principal do Bessa!,http://pb.olx.com.br/paraiba/imoveis/alugo-apartamento-studio-na-principal-do-bessa-422533756,
,80,Jardim Oceania,58037-415,,2017-12-04,"Apartamento com 3 quartos, sendo 1 suíte, sala para dois ambientes, varanda, cozinha, área de serviço, wc social e 2 vagas de garagens.Agende sua visita (83) 98885-5418 ou 99810-3700.Creci 5772fTenho no 4º e no 6º Andar",422533520,João Pessoa,3,1700,Aluguel - apartamento padrão,Apartamento no Bessa com 3 quartos 80 m2,http://pb.olx.com.br/paraiba/imoveis/apartamento-no-bessa-com-3-quartos-80-m2-422533520,2
,80,Manaíra,58038-281,R$ 700,2017-12-04,"Apartamento com 2 quartos em Manaíra, Av. Esperança. 80m2. Excelente localização",347605023,João Pessoa,2,850,Aluguel - apartamento padrão,Apartamento com 2 quartos em Manaíra,http://pb.olx.com.br/paraiba/imoveis/apartamento-com-2-quartos-em-manaira-347605023,1
,55,Castelo Branco,58050-088,,2017-12-04,"Apartamento novo, localizado próximo a Universidade Federal da Paraíba (UFPB) - Castelo Branco. (4º andar)Sala para dois ambientes;2 quartos, incluindo uma suíte;BWC social;Varanda;Cozinha - área de serviçoGaragem cobertaÁrea de laser completa na cobertura (academia, sala de reunião/escritórios, cinema, salão de festas, lounge, piscina adulto e infantil, sauna, playground, espaço gourmet, bicicletário). Aluguel com taxas inclusas (IPTU + Condomínio), exceto taxas de luz, gás e água individual.",422540522,João Pessoa,2,1550,Aluguel - apartamento padrão,Apartamento Ecolife Residence Universitário,http://pb.olx.com.br/paraiba/imoveis/apartamento-ecolife-residence-universitario-422540522,1
,58,Mangabeira,58058-264,R$ 70,2017-12-03,"Apartamento com dois quartos, uma sala para dois ambientes e área de serviço. Todo na cerâmica, cozinha e área de serviço revestida. Dispõe de poço próprio, condomínio de baixo valor em prédio super conservado em rua calçada com localização privilegiada. fica a 200 metros do Shopping Mangabeira. Fone 83- 99626-5588 98839-3845",422527498,João Pessoa,2,650,Aluguel - apartamento padrão,Apartamento a 200 m do Mangabeira Shopping - próximo ao Detran,http://pb.olx.com.br/paraiba/imoveis/apartamento-a-200-m-do-mangabeira-shopping-proximo-ao-detran-422527498,1
65,,Mangabeira,58056-120,R$ 0,2017-12-03,"Casa no bairro do Geisel 2 quartos, sala, banheiro social, terraço , cozinha, área de serviço , quintal , garagem pra 2 carros . Interessado ligar no 98803-1056",422411248,João Pessoa,2,500,Aluguel - casa em condominio fechado,Casa para alugar no Geisel,http://pb.olx.com.br/paraiba/imoveis/casa-para-alugar-no-geisel-422411248,2
,60,Jardim Oceania,58037-750,R$ 0,2017-12-04,"Ótimo apartamento no Bessa - 1° Andar escada. Próximo a padaria, colégio, supermercado e farmácia. Sala para 2 ambientes, varanda, cozinha, área de serviço, 2 quartos, WC Social. 1 Vaga de GaragemCerca Elétrica Interfone Portão Eletrônico R$ 900,00 com condomínio e água inclusoAgende já sua visita!!Jullyana CastroCRECI 8645F 98665-6433 OI WHATSAPP 99811-1290 TIM",422559016,João Pessoa,2,900,Aluguel - apartamento padrão,Apartamento 2 quartos varanda excelente localização,http://pb.olx.com.br/paraiba/imoveis/apartamento-2-quartos-varanda-excelente-localizacao-422559016,1
,65,Jardim Oceania,58037-750,R$ 0,2017-12-04,"Apartamento em excelente localização com vista permanente para o mar 100m da praia. Posição nascente 65m quadrados. Próximo a farmácia, padaria, supermercado, academia, restaurantes, escolas, igrejas.Sala ampla para 2 ambientes varanda cozinha toda projetada área de serviço wc social com box espelho e projetado 2 quartos sendo 1 suíte com box espelho e projetados.Portaria 24 horasInterfonePiscinaChurrasqueiraSalão de festasSalão de jogos1 vaga de garagemCerca Elétrica Sistema de câmera Agende já sua visita!!Jullyana Castro CRECI 8645F 98665-6433 OI Whatsapp 99811-1290 TIM",422559654,João Pessoa,2,1450,Aluguel - apartamento padrão,Apartamento 2 quartos jardim oceania piscina elevador churrasqueira portaria 24 horas,http://pb.olx.com.br/paraiba/imoveis/apartamento-2-quartos-jardim-oceania-piscina-elevador-churrasqueira-portaria-24-horas-422559654,1
,60,Cabo Branco,58045-170,,2017-12-04,"São 2 dormitórios sendo 1 suíte, sala em 2 ambientes, varanda, banheiro social, cozinha, área de serviço. Apartamento totalmente mobiliado, ar condicionado Split e box Blindex nos banheiros. Condomínio com ótima infraestrutura de lazer e segurança. Excelente localização, próximo a serviços, comércio geral e transporte. Medindo 60m² e 1 vaga de garagem",368032646,João Pessoa,2,2500,Aluguel - apartamento padrão,"Aluga-se apartamento mobiliado com 2qts, no Cabo Branco, próximo a praia",http://pb.olx.com.br/paraiba/imoveis/aluga-se-apartamento-mobiliado-com-2qts-no-cabo-branco-proximo-a-praia-368032646,1
,,Jaguaribe,58015-570,,2017-12-04,"apartamento para aluguel perto de tudo ,farmácias , padarias e escolas .02 quartos 1 banheiro Cozinha ampla1 0garagem ótimo em ventilação ambiente ótimo qualquer mais informação pelos númerosotácio 987521979ou cinara 97547084",422566118,João Pessoa,,450,,Apartamento para alugar no parque do sol 450,http://pb.olx.com.br/paraiba/imoveis/apartamento-para-alugar-no-parque-do-sol-450-422566118,
,65,Jardim Oceania,58037-750,R$ 0,2017-12-04,"Excelente apartamento no melhor lugar do Bessa. Livre acesso às principais vias. Próximo a farmácias, padarias, supermercados e colégios. Qualidade, conforto e segurança vice só encontra aqui!!Sala ampla para 2 ambientes, varanda, cozinha projetada, área de serviço, 2 quartos, WC social.1 vaga de garagemPortaria em horário comercialPiscina Cerca Elétrica Sistema de Câmera Salão de Festas Churrasqueira a Gás 1.400,00Agende sua visita e venha morar no melhor lugar do Bessa!!Jullyana CastroCRECI 8645F98665-6433 OI Whatsapp 99811-1290 TIM",422560899,João Pessoa,2,1400,Aluguel - apartamento padrão,Apartamento bessa 2 quartos varanda piscina elevador churrasqueira,http://pb.olx.com.br/paraiba/imoveis/apartamento-bessa-2-quartos-varanda-piscina-elevador-churrasqueira-422560899,1
,103,Jardim Oceania,58037-050,,2017-12-04,"Apartamento na melhor área do Bessa, com três quartos sendo uma suite, WC, sala para dois ambientes, cozinha, área de serviço, dependência completa, piscina, área de lazer ampla, sauna, academia, portaria 24hs, posição sul, uma vista linda para o mar.Tel. 83. 98650 4782 Tim 83. 98750 6548",422540040,João Pessoa,3,2400,Aluguel - apartamento padrão,Excelente Apartamento,http://pb.olx.com.br/paraiba/imoveis/excelente-apartamento-422540040,2
,,Portal do Sol,58046-735,,2017-12-03,"aluguel na vila no bairro da torre,em frente a igreja vicentina,com parada de ônibus na porta, próximo a banco,mercado, colégios.quartos com:sala,quarto,cozinha, banheiroRegistro de água e luz individual (cada quarto tem seu próprio registro).fone98610-6575",422467364,João Pessoa,,320,,Vila,http://pb.olx.com.br/paraiba/imoveis/vila-422467364,
,107,Tambaú,58039-160,R$ 0,2017-12-03,"Ótimo apartamento para alugar, Contendo três quartos sendo 1 suíte e 1 banheiro social. Cozinha já contém armário embutido. O prédio é novo, apartamento só foi alugado uma vez. Se encontra bem localizado em Tambaú, próx ao mercado de artesanato e uma rua na frente do geo. O IPTU, água e condomínio já estão inclusos no aluguel. Interessados falar no WhatsApp com o proprietário caso queira dá uma olhada no apt.: (83)996303900",422418168,João Pessoa,3,1600,Aluguel - apartamento padrão,Apartamento em Tambaú para alugar,http://pb.olx.com.br/paraiba/imoveis/apartamento-em-tambau-para-alugar-422418168,1
